521;" 
Aqui é vina e fandangos
Parados tu não se mete
www.funkneurotico.net
Tei-Tei, Tei-Tei...
É nois quita eu te avisei
Eu sou do bonde do Tei-Tei
Tei-Tei, Tei-Tei...
Tu tava com bim laden,
eu liguei no sadan rusen
Tu é do bonde do An-Ran
Eu sou do bonde do Tei-Tei
Tei-Tei, Tei-Tei...
No começo do baile tá liga é mô legal
As gatinhas que Tei-Tei do começo até o final
Então se liga na parada
Não diga que eu não avisei
Por que  a onda do momento é o bonde do Tei-Tei
Tei-Tei, Tei-Tei...
E no final do baile
Ai maluco não se esqueçe
Tu passa o radio no frenan é Tei-Tei no continete
Eu já falei para vocês que eu sou da baixa da santista
Liga o poin ou jainho elesei ptsantista
O piolho tá ligado
Nosso bonde é sem lei
Vamo junto e lado á lado
E a mulherada quer Tei-Tei
Tei-Tei, Tei-Tei...
Saindo do motel depois á hidromasagem
Liga lá o tatuzinho e o Nené das tatoagens
Se liga ai parceiro aqui é o bonde do Tei-Tei
Escreve ai nas costas dela por ai eu já passei
Tei-Tei, Tei-Tei...
É nois quita eu te avisei
Eu sou do bonde do Tei-Tei
Tei-Tei, Tei-Tei... "
107;" 
É amiga sem você eu não sou nada tá
Minha best prefiro chamar de vaca
O apelido é uma forma de carinho
Eu adoro ver você com esse ciuminho
Se ''tô'' com uma amizade nova você briga né
No telefone,comigo você grita
E quando aquele cara já me fez chorar
Você tava aqui justamente pra me abraçar
Obrigado,valeu por existir
Quando to mal você vem só me fazer sorrir
E quando precisei você me ajudou
Quando chorei,minhas lágrimas secou
Amizade de verdade é difícil achar
Mas eu sei que contigo posso contar
Falsidade pra gente não existe
Sinceridade na nossa vida persiste
Melhor amiga,é minha irmã
Eu e ela tipo eu e o sutiã, é
Carne e unha, as metades da maçã
E agradeço por você toda manhã
Obrigada por cuidar tão bem de mim
E eu nem sei se mereço tanto assim
Obrigada por se preocupar
Conte comigo sempre que precisar
É minha melhor amiga
É minha melhor amiga viu?!
E corre comigo assim todos os dias
É minha melhor amiga
É minha melhor amiga
De vez em quando,suave a gente briga
E lá em casa ela só vai bater uma xepa
Nem lava a louça e pergunta da sobremesa
Pior ainda quando quer se lamentar
Falar do namorado e eu tenho que escutar
É amiga sem você eu não sou nada
Minha best prefiro chamar de vaca
É minha melhor amiga
É minha melhor amiga
Corre comigo tipo quase todo dia
É minha melhor amiga
É minha melhor amiga
De vez em quando,suave a gente briga
É minha melhor amiga
É pode crer
Conte comigo que eu conto com você. "
773;" 
O meu desafio é andar sozinho
Esperar no tempo os nossos destinos
Não olhar pra trás, esperar na paz
O que me traz
A ausência do seu olhar
Traz nas asas um novo dia
Me ensina a caminhar
Mesmo eu sendo menino aprendi
Oh meu Deus me traz de volta essa menina
Porque tudo que eu tenho é o seu amor
João de Barro eu te entendo agora
Por favor me ensine como guardar meu amor
Meu amor
Instrumental
O meu desafio é andar sozinho
Esperar no tempo os nossos destinos
Não olhar pra trás, esperar na paz
O que me traz
A ausência do seu olhar
Traz nas asas um novo dia
Me ensina a caminhar
Mesmo eu sendo menino aprendi
Oh meu Deus me traz de volta essa menina
Porque tudo que eu tenho é o seu amor
João de Barro eu te entendo agora
Por favor me ensine como guardar meu amor
Oh meu Deus me traz de volta essa menina
Porque tudo que eu tenho é o seu amor
João de Barro eu te entendo agora
Por favor me ensine como guardar meu amor
Meu amor, meu amor, meu amor "
626;" 
Éramos eu e um cavalo
No seu galope macio
Pisando morro de pedra
Pulando cerca de arame
Andando em leito de rio
Éramos eu e um cavalo
E era um cavalo bravio
Casco de lâmina forte
Anca de chão de montanha
Crina de vela e pavio
Ele bufando fagulha
E eu contraído de frio
Montado em pelo barroso
Éramos eu e um cavalo
Indo de encontro ao vazio
Éramos nós e os cavalos
Feitos do mesmo feitio
Vindo de todos os lados
E sobre eles sangrentos
Seus cavaleiros sombrios
Éramos nós e os cavalos
A nos causar calafrios
Todos os outros já mortos
Por essa causa contrária
Que se chamou poderio
E eu com uma bala no peito
Meu alazão nos baixios
Caímos da cordilheira
Deixando a causa nas lendas
Prá quem quiser desafio "
622;" 
Posso tudo posso naquele que me fortalece
Nada e ninguém no mundo vai me fazer desistir
Quero, tudo quero, sem medo entregar meus projetos
Deixar-me guiar nos caminhos que Deus desejou para mim
E ali estar
Vou perseguir tudo aquilo que Deus já escolheu pra mim
Vou persistir, e mesmo nas marcas daquela dor
Do que ficou, vou me lembrar
E realizar o sonho mais lindo que Deus sonhou
Em meu lugar estar à espera de um novo que vai chegar
Vou persistir, continuar a esperar e crer
E mesmo quando a visão se turva e o coração só chora
Mas na alma, há certeza da vitória
Eu vou sofrendo
Mas seguindo enquanto tantos não entendem
Vou cantando minha história, profetizando
Que eu posso, tudo posso em Jesus "
248;" 
Quando a gente conversa
Contando casos, besteiras
Tanta coisa em comum
Deixando escapar segredos
E eu não sei que hora dizer
Me dá um medo, que medo
Eu preciso dizer que te amo
Te ganhar ou perder sem engano
Eu preciso dizer que te amo
Tanto
E até o tempo passa arrastado
Só pra eu ficar ao teu lado
Você me chora dores de outro amor
Se abre e acaba comigo
E nessa novela eu não quero
Ser teu amigo(que amigo...)

É que eu preciso dizer que eu te amo
Te ganhar ou perder sem engano
Eu preciso dizer que eu te amo, tanto
Eu já nem sei se eu tô misturando
Eu perco o sono
Lembrando em cada riso teu
Qualquer bandeira
Fechando e abrindo a geladeira
A noite inteira
Eu preciso dizer que te amo
Te ganhar ou perder sem engano
Eu preciso dizer que te amo, tanto "
699;" 
Tô solteiro e ninguém vai me segurar
Vou te pegar com meu jeito e depois paragadá [x2]
Parara papa, parara papa, parara pa
Vou te pegar com meu jeito e depois paragadá
Cansei, não vou mais me entregar
Fazia de tudo e não via nada mudar
Vai se acostumando, se prepare pra sofrer
Fique à vontade pra me esquecer
Vou largar de ser besta, vou tocar o terror
Agora é só alegria nessa pegada que eu vou
Vou largar de ser besta, vou tocar o terror
Agora é só alegria nessa pegada
Aperta o f5, atualiza
Eu não quero mais você na minha vida
Eu to solteiro e ninguém vai me segurar
Se liga nesse papo, agora o bicho vai pegar "
336;" 
O sol já se pôs, a dor não se foi
O que é que eu vou fazer
Cansei de chorar, cansei de sofrer
Eu quero ver o sol brilhar trazendo esperança
Para o meu viver
Deus vem me socorrer, estende a Tua mão
Derrama azeite em mim, sara meu coração
Deus faz me reviver, em meio à provação
Revela o teu poder a mim
O milagre que eu preciso está em Ti
O sol já se pôs, a dor não se foi
O que é que eu vou fazer
Cansei de chorar, cansei de sofrer
Eu quero ver o sol brilhar trazendo esperança
Para o meu viver
Deus vem me socorrer, estende a Tua mão
Derrama azeite em mim, sara meu coração
Deus faz me reviver, em meio à provação
Revela o teu poder a mim
O milagre que eu preciso está em Ti
Sim, eu sei que o meu Redentor vive
E por minha causa se levantará
Filho, estou aqui
Estendo a minha mão
Eu vim cuidar de Ti
Sarar teu coração
Te faço reviver em meio à provação
Sinta agora o meu poder
Se precisas de um milagre, estou aqui
Filho, estou aqui
Estendo a minha mão
Eu vim cuidar de Ti
Sarar teu coração
Te faço reviver em meio à provação
Sinta agora o meu poder
Se precisas de um milagre, estou aqui "
695;" 
Bum bum, bum bum
Bum bum, bum bum
Bum bum, bum bum
Bum bum, bum bum
Opa, opa, opa
Dá licença, moça
DJ Pernambuco vai sarrando em tu, garota
Ela rebola, desenrola, flexiona
Tá sacudindo, explodindo
Tipo bomba
Teu bumbum balança
Então joga essa potranca
E toma, toma (bumbum), toma (bumbum), toma, vai, vai
Toma, toma (bumbum), toma (bumbum)
Teu bumbum balança
Então joga essa potranca
E toma, toma (bumbum), toma (bumbum), toma
Toma, e toma, toma
Teu bumbum balança
Então joga essa potranca
E toma, toma (bumbum), toma (bumbum), toma
Toma, e toma, toma (bumbum), toma (bumbum)
Teu bumbum balança
Então joga essa potranca
E toma, toma (bumbum), toma (bumbum), toma
Vai danada, toma, toma "
599;" 
Sim,
Promessas fiz,
Fiz projetos, pensei tanta coisa,
E agora o coração me diz
Que só em teus braços, meu bem,
Eu ia ser feliz
Eu tenho esse amor para dar,
O que é que eu vou fazer?
Eu tentei esquecer
E prometi,
Apagar da minha vida este sonho,
E vem o coração e diz
Que só em teus braços, amor,
Eu ia ser feliz
Que só em teus braços, amor "
230;" 
Meus pensamentos tomam formas eu viajo
vou pra onde Deus quiser
Um vídeo-tape que dentro de mim retrata
Todo o meu inconsciente de maneira natural
Ah!
Tô indo agora prum lugar todinho meu
Quero uma rede preguiçosa pra deitar
Em minha volta sinfonia de pardais
Cantando para a majestade, o sabiá
A majestade, o sabiá
Tô indo agora tomar banho de cascata
Quero adentrar nas matas onde Oxossi é o deus
Aqui eu vejo plantas lindas e cheirosas
Todas me dando passagem
Perfumando o corpo meu
Ah!
Tô indo agora prum lugar todinho meu
Quero uma rede preguiçosa pra deitar
Em minha volta sinfonia de pardais
Cantando para a majestade, o sabiá
A majestade, o sabiá
Esta viagem dentro de mim foi tão linda
Vou voltar à realidade pra este mundo de Deus
É que o meu eu, este tão desconhecido
Jamais serei traído pois este mundo sou eu
Ah!
Tô indo agora prum lugar todinho meu
Quero uma rede preguiçosa pra deitar
Em minha volta sinfonia de pardais
Cantando para a majestade, o sabiá
A majestade, o sabiá
Ah!
Tô indo agora prum lugar todinho meu
Quero uma rede preguiçosa pra deitar
Em minha volta sinfonia de pardais
Cantando para a majestade, o sabiá
A majestade, o sabiá "
405;" 
Mais de ti
Mais de ti
E menos de mim
E menos de mim
Que ele cresça
E eu diminua
Que ele apareça
E eu me constranja com a sua glória
E todo seu amor, infinita humildade
Servo de todos os irmãos "
591;" 
Fez quinze graus ontem, estava frio lá fora
Cê não me procurou e eu não fui te procurar
A insônia me fez companhia a noite toda
Fiquei olhando as nossas fotos no meu celular
Você não sabia
Que na balada a saudade não paga portaria
Que ilusão a sua, achar que me esqueceria
E que a bebida me apagaria, apagaria
Chorou na escadaria da boate
Pegou a saudade, entrou no táxi
Nem deu meia hora
Bateu na minha porta
Chorou na escadaria da boate
Pegou a saudade, entrou no táxi
Saudade amiga, trouxe o meu amor de volta
Agora pode ir embora
Fez quinze graus ontem, estava frio lá fora
Cê não me procurou e eu não fui te procurar
A insônia me fez companhia a noite toda
Fiquei olhando as nossas fotos no meu celular
Você não sabia
Que na balada a saudade não paga portaria
Que ilusão a sua, achar que me esqueceria
E que a bebida me apagaria, apagaria
Chorou na escadaria da boate
Pegou a saudade, entrou no táxi
Nem deu meia hora
Bateu na minha porta
Chorou na escadaria da boate
Pegou a saudade, entrou no táxi
Saudade amiga, trouxe o meu amor de volta
Chorou na escadaria da boate
Pegou a saudade, entrou no táxi
Nem deu meia hora
Bateu na minha porta
Chorou na escadaria da boate
Pegou a saudade, entrou no táxi
Saudade amiga, trouxe o meu amor de volta
Agora pode ir embora
Agora pode ir embora
Agora pode ir embora "
411;" 
Desde menor aprendi, aprendi fechar com o certo
E nunca falar demais e só mandar o papo reto
Desde menor aprendi a conquistar minha liberdade
E que a essência da vida sempre foi a humildade
Comando puro e ideal, Vermelho de natureza
Eu represento Niterói, eu sou MC Orelha
Tô fechado com o Coqueiro, a Nova Brasília, Fazendinha, Grota
Esse é o bonde do 50, quer rajada nos gol bola
Pesadão na moral, você sabe como tá
É o Complexo, oi bonde fiel de fechar
Mas se correr o bonde derruba, se ficar o bonde picota
É o Coqueiro, a Nova Brasília, Fazendinha, o bonde da Grota
Pesadão na moral, você sabe como tá
É o Complexo, oi bonde fiel de fechar
Mas se correr o bonde derruba, se ficar o bonde picota
É o Coqueiro, a Nova Brasília, Fazendinha, o bonde da Grota
Oi na freqüência do walk-talk, os menor tão na atividade
Fazendo a contenção, pulando de laje em laje
O bonde atravessa a pista com as mochila cheio de bomba
Morador já tá ciente que é os cria fazendo a ronda
O Complexo é CV e a bala come de repente
Arrego é o caralho, o bonde descarrega o pente
Em cada beco e viela, tu vai encontrar um falcão
Torrando um baseado, de fuzil G3 na mão
Aqui só menor revoltado, tudo boladão com a vida
Vacilão bate de frente, oi quando vê o bonde trepida
Não adianta cagüetar, pensando que passa batido
Vacilou aqui na Grota, 50 deixa fodido "
